system:index,ETi,area,closestFieldsEtAvg,endDate,et,groupNumber,meterMinusModelDepth,meterMinusModelDepthAbs,meterMinusModelVolume,meterMinusModelVolumeAbs,numberOfClosestFields,random,startDate,system:time_end,system:time_start,waterMeterDepth,waterMeterVolume,waterModelDepth,waterModelVolume
1_0_93_0000000000000000013d,5.605160381,156204.2239,45.53874052,10/1/2018,51.1439009,30,-4.527240864,4.527240864,-707.1741455,707.1741455,11,0.731170254,9/1/2018,1.53838E+12,1.53579E+12,13.55392166,2117.179813,18.08116252,2824.353958
1_0_93_000000000000000001a5,1.523592871,198451.8649,46.17028324,10/1/2018,47.69387611,33,4.186296408,4.186296408,830.7783295,830.7783295,6,0.673366497,9/1/2018,1.53838E+12,1.53579E+12,9.10111212,1806.132673,4.914815712,975.3543438
1_0_94_000000000000000000f1,2.032702443,1745256.574,21.8037002,11/1/2018,23.83640264,31,5.487405353,5.487405353,9576.930268,9576.930268,9,0.755064803,10/1/2018,1.54106E+12,1.53838E+12,12.04451001,21020.76027,6.557104654,11443.83
1_0_95_0000000000000000004b,1.758982839,136664.5352,11.82261984,12/1/2018,13.58160268,26,-5.67413819,5.67413819,-775.4534582,775.4534582,10,0.389844849,11/1/2018,1.54365E+12,1.54106E+12,0,0,5.67413819,775.4534582
1_0_95_0000000000000000013e,1.046698093,156204.2239,13.34723653,12/1/2018,14.39393463,30,-2.726981666,2.726981666,-425.9660548,425.9660548,11,0.714854037,11/1/2018,1.54365E+12,1.54106E+12,0.649463795,101.448988,3.376445461,527.4150428
1_0_99_00000000000000000025,2.194581999,136664.5352,35.90505727,4/1/2019,38.09963927,26,-4.110011787,4.110011787,-561.6928504,561.6928504,12,0.352066633,3/1/2019,1.5541E+12,1.55143E+12,2.969284983,405.795952,7.07929677,967.4888024
1_0_99_0000000000000000010e,1.757264694,154262.6181,36.2515514,4/1/2019,38.00881609,30,-1.497010292,1.497010292,-230.9327269,230.9327269,11,0.4977017,3/1/2019,1.5541E+12,1.55143E+12,4.171585494,643.5197,5.668595786,874.4524269
1_1_147_000000000000000000f6,13.5591081,223658.3519,36.83680312,4/1/2023,50.39591122,39,-43.7390584,43.7390584,-9782.605717,9782.605717,7,0.314294327,3/1/2023,1.68033E+12,1.67766E+12,0,0,43.7390584,9782.605717
1_1_149_000000000000000000f2,10.0599562,223658.3519,98.46901388,6/1/2023,108.5289701,39,18.61760183,18.61760183,4163.982142,4163.982142,7,0.881281137,5/1/2023,1.6856E+12,1.68292E+12,51.06907344,11422.0248,32.45147161,7258.042658
1_1_153_000000000000000000f3,4.088276778,223658.3519,41.90736943,10/1/2023,45.99564621,39,23.37658457,23.37658457,5228.368379,5228.368379,7,0.781259919,9/1/2023,1.69614E+12,1.69355E+12,36.56457418,8177.9724,13.18798961,2949.604021
1_1_154_000000000000000000f7,3.518031055,223658.3519,27.45516788,11/1/2023,30.97319893,39,-11.34848727,11.34848727,-2538.183961,2538.183961,7,0.928059525,10/1/2023,1.69882E+12,1.69614E+12,0,0,11.34848727,2538.183961
