,number,value,datetime_start,datetime_complete,duration,params_precip_const_1,params_precip_const_2,params_precip_const_3,params_precip_const_4,params_precip_const_5,params_precip_const_6,params_precip_const_7,params_precip_const_8,params_precip_const_9,params_precip_const_10,params_precip_const_11,params_precip_const_12,params_residual_const,state
291,291,22.46000077,52:28.9,53:29.7,0 days 00:01:00.837030,0.3,0.07,0.75,0.9,0.51,0.34,0.49,0.38,0.2,0.8,0.42,0.08,0.27,COMPLETE
292,292,22.40367154,53:29.7,54:33.6,0 days 00:01:03.900430,0.13,0.09,0.78,0.88,0.5,0.36,0.59,0.39,0.18,0.83,0.37,0.07,0.29,COMPLETE
293,293,22.32543432,54:33.6,55:47.1,0 days 00:01:13.524331,0.18,0.14,0.69,0.84,0.55,0.32,0.51,0.43,0.11,0.85,0.43,0.1,0.26,COMPLETE
294,294,22.35689771,55:47.1,57:03.8,0 days 00:01:16.647012,0.12,0.12,0.79,0.91,0.53,0.35,0.42,0.42,0.16,0.83,0.62,0.06,0.27,COMPLETE
295,295,22.45712078,57:03.8,57:57.8,0 days 00:00:54.059889,0.45,0.07,0.67,0.57,0.6,0.38,0.47,0.35,0.12,0.9,0.4,0.02,0.31,COMPLETE
296,296,22.32666366,57:57.8,59:01.5,0 days 00:01:03.703340,0.34,0.1,0.76,0.86,0.56,0.29,0.57,0.33,0.14,0.81,0.44,0.04,0.24,COMPLETE
297,297,22.37222755,59:01.5,59:38.4,0 days 00:00:36.877678,0.21,0.06,0.7,0.89,0.63,0.33,0.43,0.41,0.16,0.87,0.38,0,0.23,COMPLETE
298,298,23.23840346,59:38.4,00:40.5,0 days 00:01:02.088982,0.15,0.18,0.74,0.87,0.5,0.37,0.48,0.36,0.67,0.85,0.45,0.11,0.26,COMPLETE
299,299,22.50482749,00:40.5,01:44.8,0 days 00:01:04.292642,0.42,0.12,0.68,0.82,0.57,0.35,0.64,0.33,0.09,0.88,0.4,0.06,0.29,COMPLETE
300,300,22.25956598,54:29.9,55:13.9,0 days 00:00:44.009462,0.34,0.08,0.72,0.91,0.53,0.38,0.52,0.36,0.13,0.79,0.42,0.03,0.25,COMPLETE
301,301,22.2920978,55:13.9,55:56.9,0 days 00:00:42.967153,0.27,0.09,0.66,0.91,0.53,0.31,0.61,0.37,0.13,0.78,0.42,0.03,0.27,COMPLETE
302,302,23.21209948,55:56.9,56:40.5,0 days 00:00:43.646820,0.32,0.09,0.65,0.01,0.53,0.3,0.61,0.4,0.1,0.74,0.41,0.02,0.28,COMPLETE
303,303,22.7854073,56:40.5,57:25.4,0 days 00:00:44.901266,0.29,0.11,0.67,0.9,0.52,0.31,0.6,0.37,0.06,0.77,0.58,0.04,0.31,COMPLETE
304,304,22.52774967,57:25.4,58:10.5,0 days 00:00:45.080441,0.36,0.08,0.69,0.88,0.56,0.33,0.57,0.35,0.13,0.81,0.35,0.02,0.33,COMPLETE
305,305,22.31669017,58:10.5,58:47.3,0 days 00:00:36.757592,0.39,0.09,0.67,0.85,0.54,0.35,0.61,0.39,0.11,0.79,0.37,0.05,0.26,COMPLETE
306,306,22.38439658,58:47.3,59:25.4,0 days 00:00:38.135875,0.27,0.14,0.66,0.91,0.58,0.28,0.53,0.37,0.13,0.75,0.42,0.03,0.28,COMPLETE
307,307,22.3743776,59:25.4,59:56.2,0 days 00:00:30.764230,0.31,0.12,0.72,0.88,0.51,0.32,0.66,0.34,0.1,0.8,0.43,0.98,0.25,COMPLETE
308,308,22.53414429,59:56.2,00:35.0,0 days 00:00:38.823894,0.34,0.07,0.7,0.84,0.54,0.36,0.63,0.32,0.08,0.78,0.39,0,0.27,COMPLETE
309,309,22.37643582,00:35.0,01:20.3,0 days 00:00:45.301911,0.24,0.1,0.69,0.78,0.6,0.34,0.55,0.35,0.14,0.83,0.4,0.88,0.3,COMPLETE
310,310,22.29397352,01:20.3,02:07.0,0 days 00:00:46.630045,0.19,0.15,0.72,0.91,0.57,0.38,0.58,0.38,0.12,0.84,0.43,0.05,0.24,COMPLETE
311,311,22.30883208,02:07.0,02:48.0,0 days 00:00:41.075488,0.33,0.16,0.72,0.92,0.56,0.38,0.59,0.41,0.11,0.82,0.38,0.08,0.23,COMPLETE
312,312,22.5416948,02:48.0,03:24.5,0 days 00:00:36.502230,0.14,0.15,0.77,0.91,0.5,0.38,0.59,0.41,0.07,0.82,0.24,0.07,0.22,COMPLETE
313,313,22.38711462,03:24.5,04:08.9,0 days 00:00:44.406812,0.26,0.17,0.75,0.92,0.52,0.38,0.52,0.39,0.09,0.85,0.37,0.05,0.24,COMPLETE
314,314,23.16606371,04:08.9,05:01.8,0 days 00:00:52.807205,0.17,0.06,0.72,0.92,0.55,0.81,0.49,0.44,0.11,0.83,0.41,0.08,0.27,COMPLETE
315,315,22.42491124,05:01.8,05:46.7,0 days 00:00:44.958460,0.22,0.16,0.73,0.9,0.55,0.38,0.43,0.38,0.12,0.86,0.43,0.06,0.29,COMPLETE
316,316,23.73364874,05:46.7,06:25.0,0 days 00:00:38.310781,0.08,0.08,0.28,0.1,0.49,0.39,0.93,0.41,0.09,0.5,0.34,0.04,0.26,COMPLETE
317,317,29.34030781,06:25.0,07:04.5,0 days 00:00:39.511545,0.12,0.05,0.72,0.92,0.52,0.35,0.58,0.37,0.11,0.8,0.38,0.03,0.79,COMPLETE
318,318,22.30523163,07:04.5,07:45.9,0 days 00:00:41.326024,0.2,0.18,0.76,0.89,0.57,0.37,0.47,0.34,0.14,0.84,0.17,0.06,0.2,COMPLETE
319,319,24.55813934,07:45.9,08:15.4,0 days 00:00:29.501398,0.2,0.18,0.74,0.89,0.53,0.39,0.48,0.39,0.12,0.88,0.41,0.08,0.6,COMPLETE
320,320,22.85362306,08:15.4,08:55.7,0 days 00:00:40.323217,0.28,0.15,0.66,0.89,0.55,0.37,0.4,0.35,0.05,0.82,0.43,0,0.21,COMPLETE
321,321,22.66085877,08:55.7,09:34.1,0 days 00:00:38.369769,0.32,0.14,0.71,0.85,0.49,0.3,0.46,0.97,0.14,0.86,0.17,0.04,0.19,COMPLETE
322,322,22.59002602,09:34.1,10:15.4,0 days 00:00:41.297834,0.24,0.18,0.72,0.88,0.57,0.34,0.51,0.42,0.08,0.9,0.39,0.02,0.18,COMPLETE
323,323,22.31814465,10:15.4,10:56.6,0 days 00:00:41.192367,0.18,0.1,0.38,0.92,0.52,0.39,0.47,0.37,0.11,0.84,0.36,0.06,0.22,COMPLETE
324,324,22.3513942,10:56.6,11:28.0,0 days 00:00:31.471770,0.22,0.16,0.75,0.86,0.61,0.32,0.43,0.32,0.14,0.87,0.41,0.08,0.23,COMPLETE
325,325,22.34593258,11:28.0,12:02.5,0 days 00:00:34.494616,0.19,0.11,0.65,0.82,0.5,0.37,0.5,0.34,0.12,0.89,0.45,0.05,0.2,COMPLETE
326,326,22.5053067,12:02.5,12:37.1,0 days 00:00:34.542944,0.16,0.13,0.68,0.9,0.56,0.26,0.54,0.31,0.18,0.81,0.43,0.02,0.24,COMPLETE
327,327,22.30011867,12:37.1,13:12.1,0 days 00:00:35.004536,0.21,0.61,0.8,0.92,0.54,0.34,0.49,0.36,0.15,0.85,0.4,0.04,0.2,COMPLETE
328,328,22.9206015,13:12.1,13:52.1,0 days 00:00:39.985544,0.13,0.74,0.8,0.92,0.53,0.31,0.46,0.39,0.15,0.83,0.21,0.08,0,COMPLETE
329,329,23.04681807,13:52.1,14:30.7,0 days 00:00:38.639894,0.07,0.53,0.79,0.93,0.54,0.34,0.49,0.37,0.34,0.85,0.39,0,0.16,COMPLETE
330,330,23.31927777,14:30.7,15:24.1,0 days 00:00:53.395189,0.11,0.48,0.82,0.9,0.51,0.9,0.44,0.35,0.18,0.9,0.37,0.06,0.19,COMPLETE
331,331,22.81346802,15:24.1,16:04.2,0 days 00:00:40.134009,0.24,0.09,0.76,0.23,0.49,0.4,0.47,0.4,0.1,0.8,0.42,0.03,0.2,COMPLETE
332,332,23.28665327,16:04.2,16:44.2,0 days 00:00:40.006492,0.16,0.06,0.73,0.92,0.55,0.34,0.41,0.36,0.45,0.87,0.44,0.09,0.17,COMPLETE
333,333,22.28784308,16:44.2,17:27.8,0 days 00:00:43.548440,0.18,0.6,0.77,0.86,0.53,0.36,0.48,0.33,0.15,0.82,0.39,0.04,0.22,COMPLETE
334,334,22.48163933,17:27.8,18:14.7,0 days 00:00:46.858724,0.18,0.6,0.78,0.86,0.53,0.36,0.49,0.34,0.2,0.82,0.38,0.04,0.21,COMPLETE
335,335,24.15989812,18:14.7,18:54.4,0 days 00:00:39.730177,0.21,0.62,0.8,0.83,0.57,0.32,0.56,0.38,0.17,0.78,0.35,0.02,0.5,COMPLETE
336,336,22.24797754,18:54.4,19:52.3,0 days 00:00:57.864564,0.2,0.69,0.77,0.88,0.51,0.37,0.51,0.44,0.15,0.84,0.4,0.05,0.22,COMPLETE
337,337,22.40258195,19:52.3,20:30.9,0 days 00:00:38.598401,0.2,0.09,0.77,0.84,0.52,0.34,0.5,0.43,0.16,0.84,0.4,0.05,0.18,COMPLETE
338,338,22.34323931,20:30.9,21:28.9,0 days 00:00:58.035863,0.17,0.58,0.79,0.88,0.5,0.29,0.52,0.33,0.15,0.85,0.42,0.01,0.21,COMPLETE
339,339,35.87139101,21:28.9,22:07.0,0 days 00:00:38.090755,0.14,0.71,0.81,0.86,0.51,0.36,0.48,0.45,0.18,0.87,0.45,0.06,0.98,COMPLETE
340,340,22.51065203,22:07.0,22:47.8,0 days 00:00:40.786593,0.23,0.65,0.76,0.88,0.49,0.32,0.51,0.36,0.21,0.88,0.27,0.03,0.27,COMPLETE
341,341,23.44991417,22:47.8,23:31.2,0 days 00:00:43.474528,0.19,0.83,0.83,0.85,0.54,1,0.44,0.33,0.15,0.79,0.4,0,0.22,COMPLETE
342,342,22.30294078,23:31.3,24:07.8,0 days 00:00:36.522543,0.16,0.68,0.75,0.89,0.52,0.37,0.47,0.35,0.14,0.84,0.42,0.04,0.19,COMPLETE
343,343,22.36171472,24:07.8,24:43.8,0 days 00:00:36.006097,0.15,0.68,0.78,0.89,0.51,0.4,0.47,0.31,0.13,0.83,0.44,0.03,0.17,COMPLETE
344,344,22.34609571,24:43.8,25:18.3,0 days 00:00:34.512441,0.1,0.72,0.75,0.87,0.53,0.35,0.49,0.35,0.14,0.81,0.42,0.04,0.18,COMPLETE
345,345,22.6142886,25:18.3,25:51.9,0 days 00:00:33.558356,0.13,0.66,0.77,0.89,0.48,0.33,0.46,0.34,0.18,0.84,0.46,0.02,0.14,COMPLETE
346,346,22.30435582,25:51.9,26:22.3,0 days 00:00:30.479740,0.25,0.57,0.75,0.9,0.49,0.37,0.44,0.31,0.13,0.85,0.43,0.05,0.2,COMPLETE
347,347,22.67260835,26:22.3,26:52.1,0 days 00:00:29.717045,0.24,0.64,0.74,0.91,0.48,0.39,0.42,0.29,0.13,0.89,0.35,0,0.33,COMPLETE
348,348,22.40857668,26:52.1,27:24.4,0 days 00:00:32.375568,0.25,0.58,0.75,0.9,0.49,0.31,0.44,0.31,0.16,0.86,0.39,0.04,0.19,COMPLETE
349,349,25.92280461,27:24.4,28:01.4,0 days 00:00:36.917999,0.55,0.62,0.81,0.47,0.51,0.34,0.45,0.31,0.09,0.91,0.43,0.02,0.67,COMPLETE
350,350,22.58050634,28:01.4,28:40.1,0 days 00:00:38.748676,0.16,0.57,0.79,0.37,0.5,0.36,0.49,0.29,0.12,0.8,0.37,0.07,0.3,COMPLETE
351,351,22.26645399,28:40.1,29:20.5,0 days 00:00:40.422836,0.27,0.54,0.73,0.86,0.53,0.38,0.51,0.38,0.15,0.82,0.4,0.04,0.22,COMPLETE
352,352,22.45775593,29:20.5,29:57.7,0 days 00:00:37.157564,0.27,0.61,0.73,0.81,0.52,0.41,0.51,0.39,0.19,0.79,0.33,0.05,0.21,COMPLETE
353,353,22.33744344,29:57.7,30:36.2,0 days 00:00:38.488815,0.28,0.54,0.77,0.86,0.47,0.39,0.43,0.38,0.17,0.81,0.4,0.09,0.22,COMPLETE
354,354,22.29720791,30:36.2,31:20.1,0 days 00:00:43.928486,0.26,0.56,0.74,0.93,0.54,0.38,0.48,0.41,0.16,0.82,0.45,0.04,0.2,COMPLETE
355,355,22.53487546,31:20.1,31:58.6,0 days 00:00:38.496977,0.29,0.56,0.73,0.92,0.54,0.39,0.49,0.42,0.21,0.77,0.45,0.04,0.18,COMPLETE
356,356,22.28461142,31:58.6,32:33.1,0 days 00:00:34.460978,0.23,0.5,0.71,0.84,0.53,0.38,0.53,0.44,0.16,0.82,0.47,0.07,0.23,COMPLETE
357,357,22.41190788,32:33.1,33:14.3,0 days 00:00:41.208577,0.26,0.5,0.7,0.85,0.54,0.41,0.53,0.45,0.18,0.81,0.49,0.1,0.23,COMPLETE
358,358,22.32357612,33:14.3,33:56.9,0 days 00:00:42.614920,0.22,0.79,0.71,0.83,0.54,0.33,0.51,0.44,0.16,0.75,0.48,0.07,0.26,COMPLETE
359,359,22.51640939,33:56.9,34:35.6,0 days 00:00:38.666607,0.27,0.55,0.72,0.8,0.52,0.29,0.53,0.42,0.2,0.79,0.46,0.07,0.28,COMPLETE
360,360,22.31588949,34:35.6,35:06.8,0 days 00:00:31.258303,0.25,0.51,0.71,0.93,0.55,0.39,0.51,0.4,0.16,0.82,0.45,0.11,0.24,COMPLETE
361,361,22.38042783,35:06.8,35:37.5,0 days 00:00:30.646617,0.23,0.54,0.68,0.86,0.51,0.35,0.49,0.46,0.18,0.82,0.38,0.02,0.22,COMPLETE
362,362,22.68596354,35:37.5,36:15.6,0 days 00:00:38.129882,0.21,0.52,0.65,0.93,0.55,0.41,0.53,0.4,0.24,0.91,0.47,0.08,0.26,COMPLETE
363,363,22.25005322,36:15.6,37:00.1,0 days 00:00:44.496913,0.3,0.75,0.74,0.87,0.5,0.37,0.48,0.38,0.15,0.88,0.4,0.06,0.24,COMPLETE
364,364,22.24854661,37:00.1,37:52.3,0 days 00:00:52.230662,0.3,0.6,0.74,0.84,0.49,0.38,0.47,0.42,0.15,0.89,0.36,0.09,0.23,COMPLETE
365,365,23.18197586,37:52.3,38:53.4,0 days 00:01:01.051606,0.3,0.76,0.74,0.82,0.47,0.38,0.48,0.43,0.54,0.89,0.34,0.12,0.22,COMPLETE
366,366,23.35538079,38:53.4,40:06.4,0 days 00:01:13.000774,0.28,0.6,0.78,0.79,0.49,0.41,0.47,0.44,0.75,0.57,0.37,0.1,0.2,COMPLETE
367,367,22.38990443,40:06.4,41:12.4,0 days 00:01:06.028452,0.31,0.62,0.77,0.84,0.5,0.38,0.5,0.41,0.19,0.91,0.36,0.09,0.24,COMPLETE
368,368,22.39651213,41:12.4,42:29.3,0 days 00:01:16.862499,0.31,0.75,0.74,0.91,0.46,0.4,0.46,0.39,0.16,0.88,0.39,0.07,0.16,COMPLETE
369,369,23.47256362,42:29.3,43:20.1,0 days 00:00:50.801345,0.29,0.63,0.76,0.84,0.49,0.37,0.49,0.88,0.87,0.9,0.32,0.06,0.22,COMPLETE
370,370,22.57113957,43:20.1,44:41.5,0 days 00:01:21.452018,0.27,0.56,0.79,0.87,0.52,0.42,0.48,0.42,0.22,0.88,0.4,0.09,0.24,COMPLETE
371,371,22.25076776,44:41.5,45:29.2,0 days 00:00:47.678081,0.23,0.6,0.73,0.91,0.47,0.39,0.45,0.48,0.15,0.78,0.36,0.12,0.21,COMPLETE
372,372,22.36734776,45:29.2,46:20.3,0 days 00:00:51.095286,0.35,0.59,0.73,0.9,0.47,0.39,0.41,0.46,0.17,0.76,0.36,0.13,0.2,COMPLETE
373,373,22.31902991,46:20.3,47:33.1,0 days 00:01:12.817734,0.23,0.6,0.74,0.93,0.5,0.37,0.45,0.5,0.15,0.78,0.34,0.11,0.18,COMPLETE
374,374,22.4365569,47:33.1,48:20.0,0 days 00:00:46.888403,0.25,0.64,0.76,0.85,0.48,0.4,0.44,0.46,0.19,0.8,0.38,0.12,0.21,COMPLETE
375,375,22.36773,48:20.0,50:03.4,0 days 00:01:43.333823,0.32,0.58,0.73,0.89,0.52,0.36,0.54,0.44,0.15,0.77,0.36,0.09,0.16,COMPLETE
376,376,22.39939001,50:03.4,51:12.4,0 days 00:01:09.033488,0.27,0.59,0.72,0.87,0.5,0.33,0.46,0.41,0.18,0.79,0.4,0.06,0.22,COMPLETE
377,377,22.62065188,51:12.4,52:10.9,0 days 00:00:58.494227,0.22,0.55,0.76,0.32,0.53,0.38,0.51,0.48,0.15,0.82,0.43,0.07,0.23,COMPLETE
378,378,22.43079307,52:10.9,53:33.5,0 days 00:01:22.588381,0.51,0.46,0.79,0.91,0.51,0.31,0.4,0.47,0.17,0.73,0.44,0.04,0.2,COMPLETE
379,379,22.67401571,53:33.5,54:52.0,0 days 00:01:18.521794,0.3,0.61,0.51,0.82,0.47,0.35,1,0.38,0.15,0.83,0.39,0.1,0.28,COMPLETE
380,380,22.5324882,54:52.0,56:10.5,0 days 00:01:18.496687,0.26,0.66,0.74,0.88,0.53,0.42,0.65,0.4,0.2,0.87,0.49,0.06,0.24,COMPLETE
381,381,22.40262959,56:10.5,57:23.7,0 days 00:01:13.179450,0.19,0.52,0.71,0.76,0.49,0.38,0.42,0.43,0.16,0.81,0.35,0.08,0.21,COMPLETE
382,382,22.72823862,57:23.7,59:10.6,0 days 00:01:46.873660,0.24,0.78,0.81,0.84,0.51,0.4,0.47,0.38,0.14,0.79,0.46,0.05,0.03,COMPLETE
383,383,22.4152764,59:10.6,00:10.0,0 days 00:00:59.439984,0.47,0.73,0.84,0.91,0.48,0.36,0.52,0.37,0.18,0.86,0.41,0.13,0.18,COMPLETE
384,384,22.99439963,00:10.0,00:56.4,0 days 00:00:46.352206,0.2,1,0.77,0.86,1,0.33,0.49,0.42,0.11,0.83,0.37,0.04,0.25,COMPLETE
385,385,22.52714022,00:56.4,02:31.1,0 days 00:01:34.696648,0.21,0.57,0.72,0.89,0.53,0.37,0.45,0.4,0.22,0.89,0.44,0.02,0.23,COMPLETE
386,386,22.50300689,02:31.1,03:24.9,0 days 00:00:53.825872,0.29,0.69,0.75,0.93,0.51,0.34,0.5,0.48,0.14,0.44,0.33,0.08,0.31,COMPLETE
387,387,22.4210252,03:24.9,04:28.5,0 days 00:01:03.574303,0.23,0.63,0.71,0.66,0.54,0.31,0.43,0.36,0.16,0.85,0.39,0.06,0.27,COMPLETE
388,388,22.27812174,04:28.5,05:22.3,0 days 00:00:53.870762,0.26,0.59,0.74,0.87,0.46,0.39,0.47,0.44,0.13,0.91,0.42,0.03,0.2,COMPLETE
389,389,22.38537751,05:22.3,06:26.6,0 days 00:01:04.271331,0.26,0.48,0.47,0.86,0.45,0.42,0.39,0.44,0.1,0.9,0.43,0.02,0.25,COMPLETE
390,390,22.32379393,06:26.6,07:30.2,0 days 00:01:03.572713,0.28,0.82,0.74,0.81,0.46,0.4,0.46,0.51,0.12,0.92,0.53,0.09,0.29,COMPLETE
391,391,22.24161614,07:30.2,09:06.6,0 days 00:01:36.446097,0.31,0.58,0.73,0.85,0.47,0.38,0.47,0.46,0.13,0.91,0.47,0.11,0.22,COMPLETE
392,392,22.73494306,09:06.6,11:24.2,0 days 00:02:17.544389,0.33,0.56,0.73,0.83,0.47,0.39,0.79,0.48,0.07,0.68,0.48,0.11,0.19,COMPLETE
393,393,22.79107345,11:24.2,12:30.1,0 days 00:01:05.884261,0.37,0.55,0.75,0.84,0.45,0.42,0.47,0.45,0.29,0.76,0.46,0.12,0.22,COMPLETE
394,394,22.48300228,12:30.1,15:22.5,0 days 00:02:52.437735,0.3,0.58,0.72,0.85,0.46,0.39,0.44,0.46,0.1,0.92,0.5,0.13,0.17,COMPLETE
395,395,22.40776915,15:22.5,16:17.5,0 days 00:00:54.967078,0.31,0.59,0.76,0.87,0.48,0.38,0.48,0.44,0.13,0.92,0.48,0.1,0.15,COMPLETE
396,396,22.86513106,16:17.5,17:23.0,0 days 00:01:05.516669,0.28,0.53,0.7,0.81,0.49,0.73,0.45,0.42,0.11,0.91,0.45,0.07,0.21,COMPLETE
397,397,22.29304145,17:23.0,18:33.8,0 days 00:01:10.791078,0.32,0.9,0.73,0.79,0.46,0.4,0.42,0.49,0.13,0.63,0.43,0.09,0.23,COMPLETE
398,398,22.44406336,18:33.8,20:03.7,0 days 00:01:29.882235,0.34,0.84,0.71,0.83,0.45,0.42,0.41,0.47,0.09,0.73,0.42,0.14,0.26,COMPLETE
399,399,35.49654172,20:03.7,20:51.7,0 days 00:00:48.026133,0.29,0.88,0.73,0.8,0.46,0.6,0.39,0.49,0.13,0.91,0.43,0.11,0.86,COMPLETE
