system:index,ETi,area,closestFieldsEtAvg,endDate,et,groupNumber,meterMinusModelDepth,meterMinusModelDepthAbs,meterMinusModelVolume,meterMinusModelVolumeAbs,numberOfClosestFields,startDate,system:time_end,system:time_start,waterMeterDepth,waterMeterVolume,waterModelDepth,waterModelVolume
0_0_86_00000000000000000067,0,136664.5351726821,18.270052102831734,3/1/2018,17.71656789487246,26,0,0,0,0,10,2/1/2018,1.51989E+12,1.51747E+12,0,0,0,0
0_0_86_000000000000000001b8,0,156204.2238936015,16.619902090095433,3/1/2018,14.329256778022566,30,20.748914217631228,20.748914217631228,3241.068042,3241.068042,11,2/1/2018,1.51989E+12,1.51747E+12,20.748914217631228,3241.068042,0,0
0_0_87_00000000000000000068,0,136664.5351726821,40.47405786197475,4/1/2018,38.91826848750322,26,0,0,0,0,10,3/1/2018,1.52257E+12,1.51989E+12,0,0,0,0
0_0_88_000000000000000001ba,0,156204.2238936015,63.177645297004595,5/1/2018,55.927768535587404,30,22.113272861000343,22.113272861000343,3454.186625,3454.186625,11,4/1/2018,1.52516E+12,1.52257E+12,22.113272861000343,3454.186625,0,0
0_0_88_00000000000000000252,0,198451.8649455231,64.91205039098084,5/1/2018,57.12607079646018,33,2.0100919984274452,2.0100919984274452,398.9065058,398.9065058,6,4/1/2018,1.52516E+12,1.52257E+12,2.0100919984274452,398.9065058,0,0
0_0_89_00000000000000000138,0,1049257.0899117189,84.38519879389841,6/1/2018,64.44688868999954,1,42.863860477105824,42.863860477105824,44975.20951,44975.20951,25,5/1/2018,1.52784E+12,1.52516E+12,42.863860477105824,44975.20951,0,0
0_0_89_0000000000000000020c,0,447248.5559790562,83.96110504928023,6/1/2018,76.73996991766938,9,76.87178996,76.87178996,34380.79705,34380.79705,4,5/1/2018,1.52784E+12,1.52516E+12,76.87178996,34380.79705,0,0
0_0_89_000000000000000000ed,0,1017574.3062065542,86.22596973,6/1/2018,71.72371204319624,15,27.430072536082886,27.430072536082886,27912.13703,27912.13703,6,5/1/2018,1.52784E+12,1.52516E+12,27.430072536082886,27912.13703,0,0
0_0_89_000000000000000001f0,0,1598321.2810764657,96.19981761,6/1/2018,84.28786198,17,34.20441744051617,34.20441744051617,54669.6483,54669.6483,16,5/1/2018,1.52784E+12,1.52516E+12,34.20441744051617,54669.6483,0,0
0_0_89_000000000000000001bb,0,156204.2238936015,95.78413766000317,6/1/2018,87.98585944876584,30,4.3426832840452185,4.3426832840452185,678.345472,678.345472,11,5/1/2018,1.52784E+12,1.52516E+12,4.3426832840452185,678.345472,0,0
0_0_89_00000000000000000253,0,198451.8649455231,94.78908654914427,6/1/2018,74.42355752212389,33,26.227713966955186,26.227713966955186,5204.93875,5204.93875,6,5/1/2018,1.52784E+12,1.52516E+12,26.227713966955186,5204.93875,0,0
0_0_9_00000000000000000166,0,164651.4991778439,51.22801655212956,10/1/2011,47.77757372568282,30,28.733448778926277,28.733448778926277,4731.005418,4731.005418,9,9/1/2011,1.31745E+12,1.31486E+12,28.733448778926277,4731.005418,0,0
0_0_90_00000000000000000139,0,1049257.0899117189,79.62698839940366,7/1/2018,76.35653721661068,1,50.90399534254647,50.90399534254647,53411.37802,53411.37802,25,6/1/2018,1.53043E+12,1.52784E+12,50.90399534254647,53411.37802,0,0
0_0_90_00000000000000000111,0,1653213.9357451517,74.7787451,7/1/2018,69.36844158169355,12,4.539156501,4.539156501,7504.196784,7504.196784,31,6/1/2018,1.53043E+12,1.52784E+12,4.539156501,7504.196784,0,0
0_0_90_00000000000000000003,0,1432134.4440367322,79.53566741,7/1/2018,57.075215731317485,43,11.323709899253046,11.323709899253046,16217.074981000002,16217.074981000002,31,6/1/2018,1.53043E+12,1.52784E+12,11.323709899253046,16217.074981000002,0,0
0_0_91_00000000000000000254,0,198451.8649455231,109.00935770496945,8/1/2018,86.90461946902656,33,109.20762303014534,109.20762303014534,21672.45646,21672.45646,6,7/1/2018,1.53311E+12,1.53043E+12,109.20762303014534,21672.45646,0,0
0_0_92_00000000000000000121,0,363674.17497152014,84.52961828331895,9/1/2018,74.90574077,14,21.92008994816385,21.92008994816385,7971.770627,7971.770627,34,8/1/2018,1.53579E+12,1.53311E+12,21.92008994816385,7971.770627,0,0
0_0_92_00000000000000000255,0,198451.8649455231,80.67912266089377,9/1/2018,68.60762831858408,33,72.86781871190585,72.86781871190585,14460.75452,14460.75452,6,8/1/2018,1.53579E+12,1.53311E+12,72.86781871190585,14460.75452,0,0
0_0_95_0000000000000000025e,0,198451.8649455231,11.67446286395353,12/1/2018,9.771132743362832,33,0,0,0,0,6,11/1/2018,1.54365E+12,1.54106E+12,0,0,0,0
0_0_96_000000000000000001c1,0,156204.2238936015,15.898187215989351,1/1/2019,13.607032057911063,30,0.40227981314258165,0.40227981314258165,62.837806,62.837806,11,12/1/2018,1.54633E+12,1.54365E+12,0.40227981314258165,62.837806,0,0
0_0_96_0000000000000000025f,0,198451.8649455231,14.07083804204391,1/1/2019,12.268318584070796,33,0,0,0,0,6,12/1/2018,1.54633E+12,1.54365E+12,0,0,0,0
0_0_97_000000000000000001c2,0,156204.2238936015,12.450253104339122,2/1/2019,11.82075895867991,30,2.2464661854408026,2.2464661854408026,350.907507,350.907507,11,1/1/2019,1.54901E+12,1.54633E+12,2.2464661854408026,350.907507,0,0
0_0_97_00000000000000000260,0,198451.8649455231,11.861833597511675,2/1/2019,10.089911504424776,33,0,0,0,0,4,1/1/2019,1.54901E+12,1.54633E+12,0,0,0,0
0_0_98_0000000000000000006c,0,136664.5351726821,14.601584887309293,3/1/2019,14.52383406338573,26,0,0,0,0,12,2/1/2019,1.55143E+12,1.54901E+12,0,0,0,0
0_0_98_0000000000000000017d,0,154262.61811411605,13.53515386661595,3/1/2019,12.777410756999338,30,0.15459405066208806,0.15459405066208806,23.848083,23.848083,11,2/1/2019,1.55143E+12,1.54901E+12,0.15459405066208806,23.848083,0,0
0_0_98_00000000000000000090,0,197246.06484357684,15.659504129235335,3/1/2019,15.110307607359777,33,0,0,0,0,4,2/1/2019,1.55143E+12,1.54901E+12,0,0,0,0
0_0_99_00000000000000000091,0,197246.06484357684,37.823931582074266,4/1/2019,36.40811855440572,33,0,0,0,0,4,3/1/2019,1.5541E+12,1.55143E+12,0,0,0,0
0_1_145_0000000000000000015a,0,223658.3519319313,6.356981680875341,2/1/2023,4.374962535295696,39,0,0,0,0,7,1/1/2023,1.67524E+12,1.67256E+12,0,0,0,0
0_1_146_0000000000000000015b,0,223658.3519319313,9.888071819424036,3/1/2023,9.775953180950575,39,0,0,0,0,7,2/1/2023,1.67766E+12,1.67524E+12,0,0,0,0
0_1_155_0000000000000000015f,0,223658.3519319313,15.149222158220109,12/1/2023,11.701465461486286,39,0,0,0,0,7,11/1/2023,1.70142E+12,1.69882E+12,0,0,0,0
1_0_10_0000000000000000000a,0.14677645187631327,136664.5351726821,21.37775330849473,11/1/2011,21.524529760371042,26,5.470637251426828,5.470637251426828,747.6420970646068,747.6420970646068,7,10/1/2011,1.32013E+12,1.31745E+12,5.944109677,812.348986,0.4734724254074622,64.70688893539322
1_0_100_00000000000000000087,1.718469531723386,197246.06484357684,43.041144311498385,5/1/2019,44.75961384322177,33,-1.7435711,1.7435711004665255,-343.9125383,343.9125383420069,4,4/1/2019,1.55669E+12,1.5541E+12,3.799879001866978,749.51118,5.543450102333503,1093.4237183420069
1_0_101_00000000000000000088,0.13721291744558073,197246.06484357684,87.46451837585906,6/1/2019,87.60173129330464,33,34.573070774782714,34.573070774782714,6819.402159884363,6819.402159884363,4,5/1/2019,1.55937E+12,1.55669E+12,35.015693089123296,6906.7076695999995,0.442622314,87.30550971563669
1_0_102_0000000000000000013b,4.118643437888565,1021784.5886508146,81.19733601848048,7/1/2019,85.31597945636905,1,13.049316088065286,13.049316088065286,13333.590071218243,13333.590071218243,32,6/1/2019,1.56196E+12,1.55937E+12,26.335262661899367,26908.96553,13.285946573834082,13575.375454781757
1_0_102_00000000000000000103,4.6864844251139175,1099686.875558058,88.56802246436793,7/1/2019,93.25450688948185,2,-15.11769169,15.117691693915862,-16624.72714,16624.727144532342,15,6/1/2019,1.56196E+12,1.55937E+12,0,0,15.117691693915862,16624.727144532342
1_0_102_000000000000000001f5,7.418726022930571,1601297.9221629903,87.54427209,7/1/2019,94.96299811291257,17,24.438157735232135,24.438157735232135,39132.77120291862,39132.77120291862,20,6/1/2019,1.56196E+12,1.55937E+12,48.369532002750105,77454.03109,23.93137426751797,38321.25988908138
1_0_102_00000000000000000037,21.4989101,136664.5351726821,79.97867299588881,7/1/2019,101.47758309713991,26,9.725278753475664,9.725278753475664,1329.100700268511,1329.100700268511,12,6/1/2019,1.56196E+12,1.55937E+12,79.07660166073727,10806.96701,69.35132291,9477.866308731489
1_0_102_00000000000000000181,6.577577729,154262.61811411605,86.03941058261164,7/1/2019,92.61698831142198,30,8.37817947,8.37817947,1292.4399000471476,1292.4399000471476,11,6/1/2019,1.56196E+12,1.55937E+12,29.59617214341975,4565.583001,21.21799267358174,3273.1431009528524
1_0_103_000000000000000001cb,13.120145614785159,1170927.3642274737,80.14643968991437,8/1/2019,93.26658530469953,3,63.53929679658089,63.53929679658089,74399.90132288763,74399.90132288763,18,7/1/2019,1.56464E+12,1.56196E+12,105.8623471668556,123957.1191,42.32305037027471,49557.21781613237
1_0_103_00000000000000000210,5.821942231969089,447255.12264764094,80.51109819677991,8/1/2019,86.33304043,9,65.86093179598367,65.86093179598367,29456.639128100593,29456.639128100593,6,7/1/2019,1.56464E+12,1.56196E+12,84.64139060878719,37856.29554,18.780458812803513,8399.656409699404
1_0_103_00000000000000000261,8.529492840947242,278180.2347728517,72.55127526037677,8/1/2019,81.08076810132401,10,16.826543667283076,16.826543667283076,4680.811867780446,4680.811867780446,31,7/1/2019,1.56464E+12,1.56196E+12,44.34103670259676,12334.8,27.514493035313684,7653.988132219553
1_0_103_00000000000000000116,2.5353122269229544,1637586.3283170746,82.14711962318609,8/1/2019,84.68243185010904,12,12.175182844766676,12.175182844766676,19937.912971350495,19937.912971350495,16,7/1/2019,1.56464E+12,1.56196E+12,20.35360938322782,33330.79246,8.178426538461144,13392.879486529504
1_0_103_00000000000000000122,1.0440961073355055,361322.1192130085,102.6171844341461,8/1/2019,103.6612805414816,14,34.09557446,34.09557446,12319.485218001555,12319.485218001555,29,7/1/2019,1.56464E+12,1.56196E+12,37.46362641452329,13536.436889499999,3.368051959146792,1216.951671498444
1_0_103_000000000000000000f3,15.371990090431893,1008513.2941373616,74.00958941,8/1/2019,89.38157950172739,15,70.38251239641045,70.38251239641045,70981.69942656759,70981.69942656759,9,7/1/2019,1.56464E+12,1.56196E+12,119.96957720425527,120990.9135,49.58706480784482,50009.214075962416
1_0_103_000000000000000001f6,22.133062223649816,1601297.9221629903,77.23750493750565,8/1/2019,99.37056716115546,17,-5.981137792,5.981137792381915,-9577.583519,9577.583519111708,20,7/1/2019,1.56464E+12,1.56196E+12,65.41583712261749,104750.24406099999,71.39697491,114327.8275801117
1_0_103_00000000000000000038,10.626863639887162,136664.5351726821,59.47803200556504,8/1/2019,70.10489565,26,68.20998402142186,68.20998402142186,9321.885760423691,9321.885760423691,12,7/1/2019,1.56464E+12,1.56196E+12,102.49018931138045,14006.77408,34.28020528995859,4684.888321576309
1_0_103_00000000000000000182,20.06226800065332,154262.61811411605,74.49057160114181,8/1/2019,94.55283960179513,30,-28.30641381,28.30641380884279,-4366.621504,4366.621503573656,11,7/1/2019,1.56464E+12,1.56196E+12,36.41057974165179,5616.7913579999995,64.71699355049458,9983.412861573655
1_0_103_00000000000000000149,15.91508453,1699074.2528147923,72.69387630462994,8/1/2019,88.60896083943854,31,17.899802316138334,17.899802316138334,30413.093245825235,30413.093245825235,15,7/1/2019,1.56464E+12,1.56196E+12,69.23878468648866,117641.83635700001,51.33898237035032,87228.74311117477
1_0_103_00000000000000000089,3.3618057725430504,197246.06484357684,77.70668005828185,8/1/2019,81.06848583,33,103.21746957953907,103.21746957953907,20359.239697675686,20359.239697675686,4,7/1/2019,1.56464E+12,1.56196E+12,114.06200432967795,22498.2815,10.844534750138871,2139.041804524314
1_0_104_0000000000000000013c,24.33692026395653,1021784.5886508146,54.17960185436323,9/1/2019,78.51652211831976,1,-60.86957799,60.86957799,-62195.59671,62195.59670540159,32,8/1/2019,1.56732E+12,1.56464E+12,17.636616412266566,18020.82285,78.50619439985977,80216.41955140159
1_0_104_00000000000000000104,3.531105561,1099686.875558058,77.11988529,9/1/2019,80.65099085586644,2,-11.3906631,11.39066310083529,-12526.16272,12526.16271589202,15,8/1/2019,1.56732E+12,1.56464E+12,0,0,11.39066310083529,12526.16271589202
1_0_104_0000000000000000026a,17.05821294953327,458936.39519420173,47.74967748414113,9/1/2019,64.80789043,7,-45.71094967,45.710949665876164,-20978.41846,20978.41846056081,12,8/1/2019,1.56732E+12,1.56464E+12,9.315543719715029,4275.242054,55.026493385591195,25253.66051456081
1_0_104_00000000000000000211,6.359173266869583,447255.12264764094,62.018182833857956,9/1/2019,68.37735610072754,9,58.50053342631915,58.50053342631915,26164.663252540788,26164.663252540788,6,8/1/2019,1.56732E+12,1.56464E+12,79.01399557751135,35339.41428,20.51346215,9174.75103
1_0_104_000000000000000000ce,7.504213297339746,276128.7505807344,78.99660573987886,9/1/2019,86.50081904,16,63.686247692156876,63.686247692156876,17585.60400441046,17585.60400441046,3,8/1/2019,1.56732E+12,1.56464E+12,87.89338736099477,24269.891236299998,24.20713966883789,6684.287231889539
1_0_104_00000000000000000039,14.803958887866422,136664.5351726821,59.39495891682302,9/1/2019,74.19891780468944,26,46.67797387856659,46.67797387856659,6379.223602916902,6379.223602916902,12,8/1/2019,1.56732E+12,1.56464E+12,94.43267996845827,12905.59831,47.754706089891684,6526.374710083099
1_0_104_00000000000000000183,12.159367073608891,154262.61811411605,67.34909746192393,9/1/2019,79.50846453553282,30,19.090092705690566,19.090092705690566,2944.8876808210152,2944.8876808210152,11,8/1/2019,1.56732E+12,1.56464E+12,58.31385745926763,8995.648324,39.223764753577065,6050.7606431789845
1_0_104_0000000000000000008a,11.562431644293895,197246.06484357684,64.34655077559819,9/1/2019,75.90898241989208,33,20.27575767621535,20.27575767621535,3999.313413355424,3999.313413355424,4,8/1/2019,1.56732E+12,1.56464E+12,57.573924270711785,11356.23,37.298166594496436,7356.916586644576
1_0_105_00000000000000000212,2.4751524503467692,447255.12264764094,35.19574154194271,10/1/2019,37.67089399228948,9,16.87362583958074,16.87362583958074,7546.8155943920865,7546.8155943920865,6,9/1/2019,1.56991E+12,1.56732E+12,24.857988582634835,11117.86273,7.984362743054095,3571.047137907913
1_0_105_00000000000000000262,9.935294856662047,278180.2347728517,38.70410863911823,10/1/2019,48.63940349578028,10,-14.31292357,14.31292356625822,-3981.572438,3981.572437947594,31,9/1/2019,1.56991E+12,1.56732E+12,17.736414681038703,4933.92,32.04933824729692,8915.492437947594
1_0_105_000000000000000000f4,9.367517787690979,1008513.2941373616,35.18930677765463,10/1/2019,44.55682456534561,15,-6.353327801,6.353327800568358,-6407.415549,6407.415549,9,9/1/2019,1.56991E+12,1.56732E+12,23.86447151456383,24067.63678,30.21779931513219,30475.05232888567
1_0_105_0000000000000000003a,7.286113654741612,136664.5351726821,36.19852947847149,10/1/2019,43.484643133213105,26,45.73725271982475,45.73725271982475,6250.660383,6250.660383,12,9/1/2019,1.56991E+12,1.56732E+12,69.24084515447511,9462.767918,23.50359243465036,3212.1075349696594
1_0_105_00000000000000000184,10.98063001,154262.61811411605,39.70431429488799,10/1/2019,50.68494430143289,30,-33.5392659,33.539265897921354,-5173.854967,5173.8549670388375,11,9/1/2019,1.56991E+12,1.56732E+12,1.8821212199654211,290.34094699999997,35.42138711788677,5464.195914038837
1_0_105_0000000000000000014a,9.242748605481275,1699074.2528147923,33.76502570125045,10/1/2019,43.007774306731726,31,-5.943770114,5.943770114351906,-10098.90677,10098.906765945358,15,9/1/2019,1.56991E+12,1.56732E+12,23.871547967845753,40559.53253,29.81531808219766,50658.43929294536
1_0_105_0000000000000000008b,8.295710382185476,197246.06484357684,37.77908077610676,10/1/2019,46.074791158292236,33,44.280300999146135,44.280300999146135,8734.115122170677,8734.115122170677,4,9/1/2019,1.56991E+12,1.56732E+12,71.04065707071219,14012.49005,26.76035607156605,5278.374928929323
1_0_106_00000000000000000185,4.429361611260557,154262.61811411605,25.630915856447942,11/1/2019,30.06027747,30,-3.478949085,3.478949085,-536.6717941,536.6717941200423,11,10/1/2019,1.57259E+12,1.56991E+12,10.80931418,1667.473105,14.28826326213083,2204.1448991200423
1_0_106_0000000000000000014b,4.122471811342383,1699074.2528147923,24.90258985511526,11/1/2019,29.025061666457642,31,-4.00183353,4.001833529669048,-6799.412314,6799.412314311618,15,10/1/2019,1.57259E+12,1.56991E+12,9.296462635951542,15795.380307000001,13.29829616562059,22594.79262131162
1_0_107_00000000000000000186,3.481963537082173,154262.61811411605,12.573438882217552,12/1/2019,16.055402419299725,30,-10.62848748,10.628487482472405,-1639.578306,1639.5783056393034,11,11/1/2019,1.57519E+12,1.57259E+12,0.6036529597281534,93.12108599999999,11.232140442200558,1732.6993916393033
1_0_108_00000000000000000187,2.9584085409058964,154262.61811411605,5.640197286371597,1/1/2020,8.598605827277494,30,-8.770283104,8.770283104450517,-1352.926833,1352.9268332945342,11,12/1/2019,1.57787E+12,1.57519E+12,0.7729702533104403,119.240415,9.543253357760957,1472.1672482945341
1_0_108_00000000000000000094,1.781106645870966,197246.06484357684,6.650541110750518,1/1/2020,8.431647756621484,33,-5.745505309,5.745505309261181,-1133.278313,1133.2783127896457,4,12/1/2019,1.57787E+12,1.57519E+12,0,0,5.745505309261181,1133.2783127896457
1_0_109_00000000000000000188,3.3169441300827076,154262.61811411605,7.3358795252923725,2/1/2020,10.65282365537508,30,-8.196868478,8.196868478026541,-1264.470392,1264.4703917574438,11,1/1/2020,1.58054E+12,1.57787E+12,2.5029512964338068,386.11181999999997,10.699819774460348,1650.5822117574437
1_0_109_00000000000000000095,1.3864087171292887,197246.06484357684,8.852855305099666,2/1/2020,10.239264022228955,33,-4.472286184,4.472286184288028,-882.1408507,882.1408507051092,4,1/1/2020,1.58054E+12,1.57787E+12,0,0,4.472286184288028,882.1408507051092
1_0_110_0000000000000000006e,0.051685498810019936,136664.5351726821,17.68294475112556,3/1/2020,17.73463024993558,26,-0.166727416,0.16672741551619336,-22.78572474,22.78572474206319,12,2/1/2020,1.58305E+12,1.58054E+12,0,0,0.16672741551619336,22.78572474206319
1_0_110_00000000000000000189,3.9882375903330995,154262.61811411605,16.787464621663165,3/1/2020,20.775702211996265,30,-11.69723861,11.697238611125835,-1804.446653,1804.446652857798,11,2/1/2020,1.58305E+12,1.58054E+12,1.1680439383357766,180.185516,12.865282549461611,1984.632168857798
1_0_110_00000000000000000096,0.21323335590498615,197246.06484357684,16.381711695125418,3/1/2020,16.594945051030404,33,-0.687849535,0.6878495351773747,-135.675614,135.67561401822064,4,2/1/2020,1.58305E+12,1.58054E+12,0,0,0.6878495351773747,135.67561401822064
1_0_111_0000000000000000003d,1.3937174740237808,136664.5351726821,32.36734926,4/1/2020,33.76106673537748,26,14.895894798237073,14.895894798237073,2035.740538582243,2035.740538582243,12,3/1/2020,1.58572E+12,1.58305E+12,19.391757617668624,2650.165541,4.495862819431551,614.4250024177569
1_0_112_0000000000000000026b,4.400404631180187,458936.39519420173,42.75110889187771,5/1/2020,47.15151352,7,-14.06948065,14.069480650438447,-6456.996732,6456.996731966793,12,4/1/2020,1.58832E+12,1.58572E+12,0.12537299852989944,57.538232,14.194853648968346,6514.534963966793
1_0_112_0000000000000000003e,5.905059404050704,136664.5351726821,44.462397436969646,5/1/2020,50.36745684102035,26,5.616983566262949,5.616983566262949,767.6424481559202,767.6424481559202,12,4/1/2020,1.58832E+12,1.58572E+12,24.665562289007156,3370.907605,19.048578722744207,2603.2651568440797
1_0_113_000000000000000000fe,7.092764966172041,1099686.875558058,81.84922562898518,6/1/2020,88.94199059515722,2,-11.66323953,11.663239527218556,-12825.91143,12825.911434572212,15,5/1/2020,1.59099E+12,1.58832E+12,11.216647460433188,12334.8,22.879886987651744,25160.71143457221
1_0_113_0000000000000000026c,9.797503794005905,458936.39519420173,64.32643389935882,6/1/2020,74.12393769336472,7,-29.50897733,29.508977334824078,-13542.74368,13542.743683911563,12,5/1/2020,1.59099E+12,1.58832E+12,2.0958736135820693,961.8726810000001,31.604850948406146,14504.616364911564
1_0_113_0000000000000000018c,4.227437960261128,154262.61811411605,68.86121751149716,6/1/2020,73.08865547175829,30,-12.89828063,12.898280626173662,-1989.722539,1989.722538564129,11,5/1/2020,1.59099E+12,1.58832E+12,0.7386160198299762,113.94084099999999,13.636896646003638,2103.663379564129
1_0_114_000000000000000001f7,8.290616881029422,1601297.9221629903,74.43339933,7/1/2020,82.72401621529973,17,-13.75465463,13.75465463232548,-22025.29988,22025.299882812342,20,6/1/2020,1.59359E+12,1.59099E+12,12.989270790350076,20799.69233,26.743925422675556,42824.99220981234
1_0_114_00000000000000000040,0.6867773411045732,136664.5351726821,65.84821364060117,7/1/2020,66.53499098170575,26,60.27806663544707,60.27806663544707,8237.873957841332,8237.873957841332,12,6/1/2020,1.59359E+12,1.59099E+12,62.493477413203756,8540.642042,2.215410777756688,302.7680841586679
1_0_114_0000000000000000018d,13.69322159675589,154262.61811411605,71.51809124922453,7/1/2020,85.21131284598042,30,-43.43306655,43.43306655035032,-6700.098559,6700.0985587816795,11,6/1/2020,1.59359E+12,1.59099E+12,0.7386160198299762,113.94084099999999,44.171682570180295,6814.039399781679
1_0_114_0000000000000000014c,9.214108539,1699074.2528147923,67.00828479818048,7/1/2020,76.22239333670451,31,-11.68186252,11.681862519343731,-19848.35183,19848.351831539076,15,6/1/2020,1.59359E+12,1.59099E+12,18.041068250088625,30653.11456,29.722930769432356,50501.46638853908
1_0_114_0000000000000000008d,12.275133264105378,197246.06484357684,68.64190002588629,7/1/2020,80.91703328999166,33,49.45065737402251,49.45065737402251,9753.947570953947,9753.947570953947,4,6/1/2020,1.59359E+12,1.59099E+12,89.04786145,17564.34025,39.59720407775929,7810.392683146053
1_0_115_000000000000000001cc,2.1095172527364383,1170927.3642274737,87.67883791641698,8/1/2020,89.78835516915342,3,81.76989355057532,81.76989355057532,95746.60592833626,95746.60592833626,18,7/1/2020,1.59627E+12,1.59359E+12,88.57478791424124,103714.6429,6.804894364,7968.037021093739
1_0_115_00000000000000000233,1.9374355256733509,300941.6977679161,91.91051453417037,8/1/2020,93.84795005984373,6,64.47737846777301,64.47737846777301,19403.931743716086,19403.931743716086,10,7/1/2020,1.59627E+12,1.59359E+12,70.72717048607414,21284.75476,6.2497920183011315,1880.8230206839137
1_0_115_000000000000000000bb,1.3508264303730613,326142.99017013906,85.91574822972382,8/1/2020,87.26657466009688,8,40.550389319346934,40.550389319346934,13225.22522517508,13225.22522517508,8,7/1/2020,1.59627E+12,1.59359E+12,44.907893933453586,14646.39481,4.357504614,1421.1695845249205
1_0_115_00000000000000000118,8.086444242746836,1637586.3283170746,86.00185974498064,8/1/2020,94.08830398772747,12,-13.30745064,13.307450640297182,-21792.09923,21792.09923330497,16,7/1/2020,1.59627E+12,1.59359E+12,12.777853368563582,20924.837981599998,26.085304008860764,42716.93721490497
1_0_115_000000000000000000cf,0.5961193491821177,276128.7505807344,98.02148550662923,8/1/2020,98.61760485581135,16,45.37066361457165,45.37066361457165,12528.144656910456,12528.144656910456,3,7/1/2020,1.59627E+12,1.59359E+12,47.29362925709461,13059.13076,1.9229656425229604,530.9861002795442
1_0_115_00000000000000000041,3.675918591439853,136664.5351726821,82.67236793265187,8/1/2020,86.34828652409172,26,90.06456704761476,90.06456704761476,12308.632191091136,12308.632191091136,12,7/1/2020,1.59627E+12,1.59359E+12,101.92236895548525,13929.173176999999,11.857801907870494,1620.540985908864
1_0_116_000000000000000001cd,9.910833437448801,1170927.3642274737,72.78373595333333,9/1/2020,82.69456939078214,3,29.437836395986018,29.437836395986018,34469.56818,34469.56818,18,8/1/2020,1.59894E+12,1.59627E+12,61.40826683936925,71904.62003,31.97043044338323,37435.05185
1_0_116_0000000000000000026d,12.971847000924868,458936.39519420173,63.068495700922995,9/1/2020,76.04034270184786,7,-34.8081082,34.80810820242832,-15974.7077,15974.707701952178,12,8/1/2020,1.59894E+12,1.59627E+12,7.036559542490606,3229.333271,41.84466774491893,19204.040972952178
1_0_116_000000000000000000bc,4.317570291964813,326142.99017013906,73.97554970113471,9/1/2020,78.29311999309952,8,13.38802546585975,13.38802546585975,4366.410657909469,4366.410657909469,8,8/1/2020,1.59894E+12,1.59627E+12,27.31567156897205,8908.814804009999,13.9276461,4542.404146
1_0_116_000000000000000001f8,11.190082041507964,1601297.9221629903,80.43020602,9/1/2020,91.62028806158466,17,-24.88712345,24.887123454591958,-39851.69908,39851.69907645193,20,8/1/2020,1.59894E+12,1.59627E+12,11.20991538898212,17950.41422,36.097038843574076,57802.11329645193
1_0_116_00000000000000000000,2.0101211717657037,295239.6475957428,81.84535153923945,9/1/2020,83.85547271100515,19,8.471997590798058,8.471997590798058,2501.269583,2501.269583,20,8/1/2020,1.59894E+12,1.59627E+12,14.956259435203552,4415.680765,6.484261844405496,1914.4111818607998
1_0_116_0000000000000000008e,9.624340799504864,197246.06484357684,79.77989481,9/1/2020,89.40423561263206,33,41.88320496938924,41.88320496938924,8261.297363248972,8261.297363248972,4,8/1/2020,1.59894E+12,1.59627E+12,72.92946561295332,14385.0501,31.04626064356408,6123.752740051028
1_0_116_0000000000000000021e,3.982261418574396,466135.0442,86.55559297,9/1/2020,90.53785438875029,37,-0.238556607,0.23855660656404432,-111.1995944,111.19959435053624,15,8/1/2020,1.59894E+12,1.59627E+12,12.607447969482394,5876.7733167999995,12.846004576046438,5987.972911150536
1_0_117_0000000000000000013e,6.721941463164924,1021784.5886508146,38.98715296970491,10/1/2020,45.70909443286983,1,21.832821338963857,21.832821338963857,22308.44037091991,22308.44037091991,32,9/1/2020,1.60154E+12,1.59894E+12,43.51650347820555,44464.49261,21.683682139241693,22156.05223508009
1_0_117_000000000000000000ff,8.637285458418404,1099686.875558058,46.12891633049726,10/1/2020,54.766201788915666,2,-7.672245727,7.6722457274086615,-8437.067932,8437.067932487691,15,9/1/2020,1.60154E+12,1.59894E+12,20.18996542877974,22202.64,27.86221116,30639.70793248769
1_0_117_00000000000000000264,5.811794983913842,278180.2347728517,47.01161576388694,10/1/2020,52.82341074780078,10,16.725103607516626,16.725103607516626,4652.593248139244,4652.593248139244,31,9/1/2020,1.60154E+12,1.59894E+12,35.472829362077405,9867.84,18.74772575456078,5215.246751860756
1_0_117_000000000000000000f6,11.462977676318346,1008513.2941373616,34.834764087016175,10/1/2020,46.29774176333452,15,0.8478587748998976,0.8478587748998976,855.0768460375693,855.0768460375693,9,9/1/2020,1.60154E+12,1.59894E+12,37.82520612,38147.223223349996,36.97734734,37292.14637731243
1_0_117_000000000000000000d0,1.8154362535268618,276128.7505807344,54.11107897,10/1/2020,55.92651521885436,16,24.461923002355118,24.461923002355118,6754.640235442446,6754.640235442446,3,9/1/2020,1.60154E+12,1.59894E+12,30.318168981474027,8371.718121,5.856245979118909,1617.077885307554
1_0_117_0000000000000000022b,2.5435298536945368,271207.86421645555,40.33220440840455,10/1/2020,42.87573426209909,18,4.566531194628219,4.566531194628219,1238.4791721729384,1238.4791721729384,10,9/1/2020,1.60154E+12,1.59894E+12,12.77146620654608,3463.722073,8.204935011917861,2225.2429006170614
1_0_117_00000000000000000042,0.5809754980671684,136664.5351726821,39.22739863,10/1/2020,39.808374130378766,26,58.769099499709796,58.769099499709796,8031.651665644944,8031.651665644944,12,9/1/2020,1.60154E+12,1.59894E+12,60.64321400960389,8287.776654,1.8741145098940917,256.1249884
